SCHOOL,ID,LONGITUD,LATITUDE,Year,Round,Is_Center
Coastal Carolina,218724,-79.011767,33.794995,2014,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,2014,All,N
Wisconsin,240444,-89.404098,43.075409,2014,All,N
Creighton,181002,-95.947811,41.265361,2014,All,N
San Diego State,122409,-117.071228,32.77525,2014,All,N
Oklahoma,207500,-97.444211,35.209407,2014,All,N
Baylor,223232,-97.121041,31.546871999999997,2014,All,N
Oregon,209551,-123.07579199999999,44.045146,2014,All,N
Gonzaga,235316,-117.400625,47.666531,2014,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,2014,All,N
BYU,230038,-111.649281,40.250851000000004,2014,All,N
Nebraska,181464,-96.700508,40.817598,2014,All,N
North Dakota State,200332,-96.800838,46.893127,2014,All,N
New Mexico State,188030,-106.75206899999999,32.281568,2014,All,N
Louisiana-Lafayette,160658,-92.020165,30.212190999999997,2014,All,N
American,131159,-77.088875,38.936005,2014,All,N
Weber State,230782,-111.944845,41.192591,2014,All,N
Wichita State,156125,-97.292361,37.718882,2014,All,N
Michigan,170976,-83.742769,42.275921000000004,2014,All,N
Duke,198419,-78.937624,36.001135,2014,All,N
Louisville,157289,-85.760412,38.216862,2014,All,N
Saint Louis,179159,-90.2351,38.636801,2014,All,N
Massachusetts,166629,-72.526728,42.385999,2014,All,N
Texas,228778,-97.73827299999999,30.282825,2014,All,N
Kentucky,157085,-84.504747,38.038911,2014,All,N
Kansas State,155399,-96.58107700000001,39.188648,2014,All,N
Arizona State,104151,-111.93438300000001,33.417721,2014,All,N
Iowa,153658,-91.536425,41.661935,2014,All,N
Tennessee,221759,-83.925852,35.952082,2014,All,N
NC State,199193,-78.67451700000001,35.785111,2014,All,N
Xavier,206622,-84.47465,39.149547,2014,All,N
Manhattan,192703,-73.901893,40.889756,2014,All,N
Mercer,140447,-83.64829499999999,32.831787,2014,All,N
Wofford,218973,-81.93356800000001,34.959410999999996,2014,All,N
Cal Poly,110422,-120.657311,35.299513,2014,All,N
Texas Southern,229063,-95.361113,29.721046,2014,All,N
Centroid,0,-90.41820534,38.13990821,2014,All,Y
Florida,134130,-82.347911,29.646290000000004,2014,Sweet 16,N
UCLA,110662,-118.44217900000001,34.07178,2014,Sweet 16,N
Dayton,202480,-84.176113,39.739546999999995,2014,Sweet 16,N
Stanford,243744,-122.167359,37.429434,2014,Sweet 16,N
Virginia,234076,-78.503428,38.035665,2014,Sweet 16,N
Michigan State,171100,-84.476111,42.73212,2014,Sweet 16,N
UConn,129020,-72.249948,41.809098,2014,Sweet 16,N
Iowa State,153603,-93.648504,42.026212,2014,Sweet 16,N
Arizona,104179,-110.95081499999999,32.232671999999994,2014,Sweet 16,N
San Diego State,122409,-117.071228,32.77525,2014,Sweet 16,N
Wisconsin,240444,-89.404098,43.075409,2014,Sweet 16,N
Baylor,223232,-97.121041,31.546871999999997,2014,Sweet 16,N
Kentucky,157085,-84.504747,38.038911,2014,Sweet 16,N
Louisville,157289,-85.760412,38.216862,2014,Sweet 16,N
Michigan,170976,-83.742769,42.275921000000004,2014,Sweet 16,N
Tennessee,221759,-83.925852,35.952082,2014,Sweet 16,N
Centroid,0,-93.03078219,37.47525781,2014,Sweet 16,Y
Florida,134130,-82.347911,29.646290000000004,2014,Elite 8,N
Dayton,202480,-84.176113,39.739546999999995,2014,Elite 8,N
Michigan State,171100,-84.476111,42.73212,2014,Elite 8,N
UConn,129020,-72.249948,41.809098,2014,Elite 8,N
Arizona,104179,-110.95081499999999,32.232671999999994,2014,Elite 8,N
Wisconsin,240444,-89.404098,43.075409,2014,Elite 8,N
Kentucky,157085,-84.504747,38.038911,2014,Elite 8,N
Michigan,170976,-83.742769,42.275921000000004,2014,Elite 8,N
Centroid,0,-86.481564,38.693746000000004,2014,Elite 8,Y
Wisconsin,240444,-89.404098,43.075409,2014,Final 4,N
Kentucky,157085,-84.504747,38.038911,2014,Final 4,N
UConn,129020,-72.249948,41.809098,2014,Final 4,N
Florida,134130,-82.347911,29.646290000000004,2014,Final 4,N
Centroid,0,-82.126676,38.142427000000005,2014,Final 4,Y
Kentucky,157085,-84.504747,38.038911,2015,All,N
Kansas,155317,-95.247567,38.958549,2015,All,N
Notre Dame,152080,-86.238959,41.703058,2015,All,N
Maryland,163286,-76.944721,38.988178000000005,2015,All,N
West Virginia,238032,-79.954391,39.634371,2015,All,N
Butler,150163,-86.172167,39.8374,2015,All,N
Wichita State,156125,-97.292361,37.718882,2015,All,N
Cincinnati,201885,-84.51428,39.131159000000004,2015,All,N
Purdue,243780,-86.914435,40.428206,2015,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,2015,All,N
Texas,228778,-97.73827299999999,30.282825,2015,All,N
Buffalo,196088,-78.789458,43.000941999999995,2015,All,N
Valparaiso,152600,-87.040172,41.462239000000004,2015,All,N
Northeastern,167358,-71.088782,42.339991999999995,2015,All,N
New Mexico State,188030,-106.75206899999999,32.281568,2015,All,N
Manhattan,192703,-73.901893,40.889756,2015,All,N
Hampton,232265,-76.339161,37.019944,2015,All,N
Wisconsin,240444,-89.404098,43.075409,2015,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,2015,All,N
Baylor,223232,-97.121041,31.546871999999997,2015,All,N
North Carolina,199120,-79.050969,35.911769,2015,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,2015,All,N
Xavier,206622,-84.47465,39.149547,2015,All,N
VCU,234030,-77.452697,37.549620000000004,2015,All,N
Oregon,209551,-123.07579199999999,44.045146,2015,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,2015,All,N
Ohio State,204796,-83.014853,39.999324,2015,All,N
Ole Miss,176017,-89.53743399999999,34.365528999999995,2015,All,N
BYU,230038,-111.649281,40.250851000000004,2015,All,N
Wofford,218973,-81.93356800000001,34.959410999999996,2015,All,N
Harvard,166027,-71.118313,42.374471,2015,All,N
Georgia State,139940,-84.38667,33.7527,2015,All,N
Texas Southern,229063,-95.361113,29.721046,2015,All,N
Coastal Carolina,218724,-79.011767,33.794995,2015,All,N
Villanova,216597,-75.345457,40.039388,2015,All,N
Virginia,234076,-78.503428,38.035665,2015,All,N
Oklahoma,207500,-97.444211,35.209407,2015,All,N
Louisville,157289,-85.760412,38.216862,2015,All,N
Northern Iowa,154095,-92.459703,42.514922999999996,2015,All,N
Providence,217402,-71.437446,41.842742,2015,All,N
Michigan State,171100,-84.476111,42.73212,2015,All,N
NC State,199193,-78.67451700000001,35.785111,2015,All,N
LSU,159391,-91.178921,30.414986,2015,All,N
Georgia,139959,-83.374039,33.956262,2015,All,N
Boise State,142115,-116.203301,43.604284,2015,All,N
Dayton,202480,-84.176113,39.739546999999995,2015,All,N
Wyoming,240727,-105.57931,41.311772999999995,2015,All,N
UC Irvine,110653,-117.841248,33.648434,2015,All,N
Albany,196060,-73.824662,42.685489000000004,2015,All,N
Belmont,219709,-86.79480699999999,36.135589,2015,All,N
Lafayette,213385,-75.209786,40.69956,2015,All,N
Duke,198419,-78.937624,36.001135,2015,All,N
Gonzaga,235316,-117.400625,47.666531,2015,All,N
Iowa State,153603,-93.648504,42.026212,2015,All,N
Georgetown,131496,-77.073463,38.908809000000005,2015,All,N
Utah,230764,-111.84604399999999,40.762484,2015,All,N
SMU,228246,-96.783365,32.843612,2015,All,N
Iowa,153658,-91.536425,41.661935,2015,All,N
San Diego State,122409,-117.071228,32.77525,2015,All,N
St. John's,195809,-73.796104,40.722522999999995,2015,All,N
Davidson,198385,-80.843979,35.499767,2015,All,N
UCLA,110662,-118.44217900000001,34.07178,2015,All,N
Stephen F. Austin,228431,-94.64908,31.621056,2015,All,N
Eastern Washington,235097,-117.583808,47.490666999999995,2015,All,N
UAB,100663,-86.799345,33.505697,2015,All,N
North Dakota State,200332,-96.800838,46.893127,2015,All,N
North Florida,136172,-81.50914399999999,30.27194,2015,All,N
Robert Morris,215655,-80.210468,40.520415,2015,All,N
Centroid,0,-89.97008051,38.17087659,2015,All,Y
Kentucky,157085,-84.504747,38.038911,2015,Sweet 16,N
West Virginia,238032,-79.954391,39.634371,2015,Sweet 16,N
Notre Dame,152080,-86.238959,41.703058,2015,Sweet 16,N
Wichita State,156125,-97.292361,37.718882,2015,Sweet 16,N
Wisconsin,240444,-89.404098,43.075409,2015,Sweet 16,N
North Carolina,199120,-79.050969,35.911769,2015,Sweet 16,N
Arizona,104179,-110.95081499999999,32.232671999999994,2015,Sweet 16,N
Xavier,206622,-84.47465,39.149547,2015,Sweet 16,N
NC State,199193,-78.67451700000001,35.785111,2015,Sweet 16,N
Louisville,157289,-85.760412,38.216862,2015,Sweet 16,N
Michigan State,171100,-84.476111,42.73212,2015,Sweet 16,N
Oklahoma,207500,-97.444211,35.209407,2015,Sweet 16,N
Duke,198419,-78.937624,36.001135,2015,Sweet 16,N
Utah,230764,-111.84604399999999,40.762484,2015,Sweet 16,N
Gonzaga,235316,-117.400625,47.666531,2015,Sweet 16,N
UCLA,110662,-118.44217900000001,34.07178,2015,Sweet 16,N
Centroid,0,-92.80329456,38.61937806,2015,Sweet 16,Y
Kentucky,157085,-84.504747,38.038911,2015,Elite 8,N
Notre Dame,152080,-86.238959,41.703058,2015,Elite 8,N
Wisconsin,240444,-89.404098,43.075409,2015,Elite 8,N
Arizona,104179,-110.95081499999999,32.232671999999994,2015,Elite 8,N
Louisville,157289,-85.760412,38.216862,2015,Elite 8,N
Michigan State,171100,-84.476111,42.73212,2015,Elite 8,N
Duke,198419,-78.937624,36.001135,2015,Elite 8,N
Gonzaga,235316,-117.400625,47.666531,2015,Elite 8,N
Centroid,0,-92.20917387,39.95833725,2015,Elite 8,Y
Wisconsin,240444,-89.404098,43.075409,2015,Final 4,N
Kentucky,157085,-84.504747,38.038911,2015,Final 4,N
Duke,198419,-78.937624,36.001135,2015,Final 4,N
Michigan State,171100,-84.476111,42.73212,2015,Final 4,N
Centroid,0,-84.33064499999999,39.96189375,2015,Final 4,Y
Kansas,155317,-95.247567,38.958549,2016,All,N
Villanova,216597,-75.345457,40.039388,2016,All,N
Miami (FL),135726,-80.278662,25.72126,2016,All,N
California,110635,-122.26046299999999,37.871918,2016,All,N
Maryland,163286,-76.944721,38.988178000000005,2016,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,2016,All,N
Iowa,153658,-91.536425,41.661935,2016,All,N
Colorado,126614,-105.270823,40.008781,2016,All,N
UConn,129020,-72.249948,41.809098,2016,All,N
Temple,216339,-75.156859,39.980546000000004,2016,All,N
Vanderbilt,221999,-86.80336899999999,36.14659,2016,All,N
Wichita State,156125,-97.292361,37.718882,2016,All,N
South Dakota State,219356,-96.782139,44.317485,2016,All,N
Hawaii,141574,-157.818979,21.298598000000002,2016,All,N
Buffalo,196088,-78.789458,43.000941999999995,2016,All,N
UNC Asheville,199111,-82.565392,35.617067999999996,2016,All,N
Austin Peay,219602,-87.35408100000001,36.533319,2016,All,N
Oregon,209551,-123.07579199999999,44.045146,2016,All,N
Oklahoma,207500,-97.444211,35.209407,2016,All,N
Texas A&M,228723,-96.336475,30.618726000000002,2016,All,N
Duke,198419,-78.937624,36.001135,2016,All,N
Baylor,223232,-97.121041,31.546871999999997,2016,All,N
Texas,228778,-97.73827299999999,30.282825,2016,All,N
Oregon State,209542,-123.274723,44.56395,2016,All,N
Saint Joseph's,215770,-75.238343,39.994442,2016,All,N
Cincinnati,201885,-84.51428,39.131159000000004,2016,All,N
VCU,234030,-77.452697,37.549620000000004,2016,All,N
Northern Iowa,154095,-92.459703,42.514922999999996,2016,All,N
Yale,130794,-72.926688,41.311158,2016,All,N
UNC-Wilmington,199218,-77.875527,34.225223,2016,All,N
UW-Green Bay,240277,-87.919973,44.532298,2016,All,N
Cal State Bakersfield,110486,-119.10471100000001,35.350004999999996,2016,All,N
Holy Cross,166124,-71.808214,42.23752,2016,All,N
Southern,160621,-91.190105,30.524558000000003,2016,All,N
North Carolina,199120,-79.050969,35.911769,2016,All,N
Xavier,206622,-84.47465,39.149547,2016,All,N
West Virginia,238032,-79.954391,39.634371,2016,All,N
Kentucky,157085,-84.504747,38.038911,2016,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,2016,All,N
Notre Dame,152080,-86.238959,41.703058,2016,All,N
Wisconsin,240444,-89.404098,43.075409,2016,All,N
USC,123961,-118.28416899999999,34.021281,2016,All,N
Providence,217402,-71.437446,41.842742,2016,All,N
Pittsburgh,215293,-79.953254,40.444388000000004,2016,All,N
Michigan,170976,-83.742769,42.275921000000004,2016,All,N
Tulsa,207971,-95.945941,36.152324,2016,All,N
Chattanooga,221740,-85.300247,35.047519,2016,All,N
Stony Brook,196097,-73.12046,40.91476,2016,All,N
Stephen F. Austin,228431,-94.64908,31.621056,2016,All,N
Weber State,230782,-111.944845,41.192591,2016,All,N
Florida Gulf Coast,433660,-81.7726,26.463638,2016,All,N
Fairleigh Dickinson,184603,-74.028986,40.897209000000004,2016,All,N
Virginia,234076,-78.503428,38.035665,2016,All,N
Michigan State,171100,-84.476111,42.73212,2016,All,N
Utah,230764,-111.84604399999999,40.762484,2016,All,N
Iowa State,153603,-93.648504,42.026212,2016,All,N
Purdue,243780,-86.914435,40.428206,2016,All,N
Seton Hall,186584,-74.246027,40.742336,2016,All,N
Dayton,202480,-84.176113,39.739546999999995,2016,All,N
Texas Tech,229115,-101.874783,33.583448,2016,All,N
Butler,150163,-86.172167,39.8374,2016,All,N
Syracuse,196413,-76.136975,43.040176,2016,All,N
Gonzaga,235316,-117.400625,47.666531,2016,All,N
Arkansas-Little Rock,106245,-92.33977800000001,34.723254,2016,All,N
Iona,191931,-73.788046,40.925725,2016,All,N
Fresno State,110556,-119.744569,36.811153999999995,2016,All,N
Middle Tennessee State,220978,-86.360618,35.848005,2016,All,N
Hampton,232265,-76.339161,37.019944,2016,All,N
Centroid,0,-90.6083449,38.13263187,2016,All,Y
Kansas,155317,-95.247567,38.958549,2016,Sweet 16,N
Maryland,163286,-76.944721,38.988178000000005,2016,Sweet 16,N
Villanova,216597,-75.345457,40.039388,2016,Sweet 16,N
Miami (FL),135726,-80.278662,25.72126,2016,Sweet 16,N
Oregon,209551,-123.07579199999999,44.045146,2016,Sweet 16,N
Duke,198419,-78.937624,36.001135,2016,Sweet 16,N
Oklahoma,207500,-97.444211,35.209407,2016,Sweet 16,N
Texas A&M,228723,-96.336475,30.618726000000002,2016,Sweet 16,N
North Carolina,199120,-79.050969,35.911769,2016,Sweet 16,N
Indiana,151351,-86.52655899999999,39.166090000000004,2016,Sweet 16,N
Notre Dame,152080,-86.238959,41.703058,2016,Sweet 16,N
Wisconsin,240444,-89.404098,43.075409,2016,Sweet 16,N
Virginia,234076,-78.503428,38.035665,2016,Sweet 16,N
Iowa State,153603,-93.648504,42.026212,2016,Sweet 16,N
Syracuse,196413,-76.136975,43.040176,2016,Sweet 16,N
Gonzaga,235316,-117.400625,47.666531,2016,Sweet 16,N
Centroid,0,-89.40753913,38.76291869,2016,Sweet 16,Y
Kansas,155317,-95.247567,38.958549,2016,Elite 8,N
Villanova,216597,-75.345457,40.039388,2016,Elite 8,N
Oregon,209551,-123.07579199999999,44.045146,2016,Elite 8,N
Oklahoma,207500,-97.444211,35.209407,2016,Elite 8,N
North Carolina,199120,-79.050969,35.911769,2016,Elite 8,N
Notre Dame,152080,-86.238959,41.703058,2016,Elite 8,N
Virginia,234076,-78.503428,38.035665,2016,Elite 8,N
Syracuse,196413,-76.136975,43.040176,2016,Elite 8,N
Centroid,0,-88.88041975,39.61789475,2016,Elite 8,Y
Villanova,216597,-75.345457,40.039388,2016,Final 4,N
Syracuse,196413,-76.136975,43.040176,2016,Final 4,N
Oklahoma,207500,-97.444211,35.209407,2016,Final 4,N
North Carolina,199120,-79.050969,35.911769,2016,Final 4,N
Centroid,0,-81.994403,38.550185,2016,Final 4,Y
Villanova,216597,-75.345457,40.039388,2017,All,N
Duke,198419,-78.937624,36.001135,2017,All,N
Baylor,223232,-97.121041,31.546871999999997,2017,All,N
Florida,134130,-82.347911,29.646290000000004,2017,All,N
Virginia,234076,-78.503428,38.035665,2017,All,N
SMU,228246,-96.783365,32.843612,2017,All,N
South Carolina,218663,-81.026935,33.996788,2017,All,N
Wisconsin,240444,-89.404098,43.075409,2017,All,N
Virginia Tech,233921,-80.423675,37.229012,2017,All,N
Marquette,239105,-87.927961,43.03903,2017,All,N
Providence,217402,-71.437446,41.842742,2017,All,N
USC,123961,-118.28416899999999,34.021281,2017,All,N
UNC-Wilmington,199218,-77.875527,34.225223,2017,All,N
East Tennessee State,220075,-82.366954,36.301643,2017,All,N
New Mexico State,188030,-106.75206899999999,32.281568,2017,All,N
Troy,102368,-85.957094,31.800672,2017,All,N
Mount St. Mary's,163462,-77.351887,39.681705,2017,All,N
New Orleans,159939,-90.067142,30.027703999999996,2017,All,N
Gonzaga,235316,-117.400625,47.666531,2017,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,2017,All,N
Florida State,134097,-84.291921,30.440756,2017,All,N
West Virginia,238032,-79.954391,39.634371,2017,All,N
Notre Dame,152080,-86.238959,41.703058,2017,All,N
Maryland,163286,-76.944721,38.988178000000005,2017,All,N
Saint Mary's (Cal.),123554,-122.109031,37.840731,2017,All,N
Northwestern,147767,-87.679858,42.050356,2017,All,N
Vanderbilt,221999,-86.80336899999999,36.14659,2017,All,N
VCU,234030,-77.452697,37.549620000000004,2017,All,N
Xavier,206622,-84.47465,39.149547,2017,All,N
Princeton,186131,-74.65936500000001,40.348732,2017,All,N
Bucknell,211291,-76.882616,40.954316999999996,2017,All,N
Florida Gulf Coast,433660,-81.7726,26.463638,2017,All,N
North Dakota,200280,-97.071738,47.921654,2017,All,N
South Dakota State,219356,-96.782139,44.317485,2017,All,N
Kansas,155317,-95.247567,38.958549,2017,All,N
Louisville,157289,-85.760412,38.216862,2017,All,N
Oregon,209551,-123.07579199999999,44.045146,2017,All,N
Purdue,243780,-86.914435,40.428206,2017,All,N
Iowa State,153603,-93.648504,42.026212,2017,All,N
Creighton,181002,-95.947811,41.265361,2017,All,N
Michigan,170976,-83.742769,42.275921000000004,2017,All,N
Miami (FL),135726,-80.278662,25.72126,2017,All,N
Michigan State,171100,-84.476111,42.73212,2017,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,2017,All,N
Rhode Island,217484,-71.52735600000001,41.484691,2017,All,N
Nevada,182290,-119.815377,39.543642,2017,All,N
Vermont,231174,-73.196646,44.477325,2017,All,N
Iona,191931,-73.788046,40.925725,2017,All,N
Jacksonville State,101480,-85.765321,33.822938,2017,All,N
North Carolina Central,199157,-78.898602,35.974237,2017,All,N
UC Davis,110644,-121.749567,38.539667,2017,All,N
North Carolina,199120,-79.050969,35.911769,2017,All,N
Kentucky,157085,-84.504747,38.038911,2017,All,N
UCLA,110662,-118.44217900000001,34.07178,2017,All,N
Butler,150163,-86.172167,39.8374,2017,All,N
Minnesota,174066,-93.23546400000001,44.972851,2017,All,N
Cincinnati,201885,-84.51428,39.131159000000004,2017,All,N
Dayton,202480,-84.176113,39.739546999999995,2017,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,2017,All,N
Seton Hall,186584,-74.246027,40.742336,2017,All,N
Wichita State,156125,-97.292361,37.718882,2017,All,N
Kansas State,155399,-96.58107700000001,39.188648,2017,All,N
Wake Forest,199847,-80.277446,36.133609,2017,All,N
Middle Tennessee State,220978,-86.360618,35.848005,2017,All,N
Winthrop,218964,-81.03140400000001,34.941515,2017,All,N
Kent State,203517,-81.34253299999999,41.146653,2017,All,N
Northern Kentucky,157447,-84.463483,39.029714,2017,All,N
Texas Southern,229063,-95.361113,29.721046,2017,All,N
Centroid,0,-88.99286707,37.90954053,2017,All,Y
Wisconsin,240444,-89.404098,43.075409,2017,Sweet 16,N
Florida,134130,-82.347911,29.646290000000004,2017,Sweet 16,N
South Carolina,218663,-81.026935,33.996788,2017,Sweet 16,N
Baylor,223232,-97.121041,31.546871999999997,2017,Sweet 16,N
Gonzaga,235316,-117.400625,47.666531,2017,Sweet 16,N
West Virginia,238032,-79.954391,39.634371,2017,Sweet 16,N
Xavier,206622,-84.47465,39.149547,2017,Sweet 16,N
Arizona,104179,-110.95081499999999,32.232671999999994,2017,Sweet 16,N
Kansas,155317,-95.247567,38.958549,2017,Sweet 16,N
Purdue,243780,-86.914435,40.428206,2017,Sweet 16,N
Oregon,209551,-123.07579199999999,44.045146,2017,Sweet 16,N
Michigan,170976,-83.742769,42.275921000000004,2017,Sweet 16,N
North Carolina,199120,-79.050969,35.911769,2017,Sweet 16,N
Butler,150163,-86.172167,39.8374,2017,Sweet 16,N
Kentucky,157085,-84.504747,38.038911,2017,Sweet 16,N
UCLA,110662,-118.44217900000001,34.07178,2017,Sweet 16,N
Centroid,0,-93.73944319,38.15726012,2017,Sweet 16,Y
Florida,134130,-82.347911,29.646290000000004,2017,Elite 8,N
South Carolina,218663,-81.026935,33.996788,2017,Elite 8,N
Gonzaga,235316,-117.400625,47.666531,2017,Elite 8,N
Xavier,206622,-84.47465,39.149547,2017,Elite 8,N
Kansas,155317,-95.247567,38.958549,2017,Elite 8,N
Oregon,209551,-123.07579199999999,44.045146,2017,Elite 8,N
North Carolina,199120,-79.050969,35.911769,2017,Elite 8,N
Kentucky,157085,-84.504747,38.038911,2017,Elite 8,N
Centroid,0,-93.3911495,38.42669138,2017,Elite 8,Y
South Carolina,218663,-81.026935,33.996788,2017,Final 4,N
Gonzaga,235316,-117.400625,47.666531,2017,Final 4,N
North Carolina,199120,-79.050969,35.911769,2017,Final 4,N
Oregon,209551,-123.07579199999999,44.045146,2017,Final 4,N
Centroid,0,-100.1385802,40.4050585,2017,Final 4,Y
Virginia,234076,-78.503428,38.035665,2018,All,N
Cincinnati,201885,-84.51428,39.131159000000004,2018,All,N
Tennessee,221759,-83.925852,35.952082,2018,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,2018,All,N
Kentucky,157085,-84.504747,38.038911,2018,All,N
Miami (FL),135726,-80.278662,25.72126,2018,All,N
Nevada,182290,-119.815377,39.543642,2018,All,N
Creighton,181002,-95.947811,41.265361,2018,All,N
Kansas State,155399,-96.58107700000001,39.188648,2018,All,N
Texas,228778,-97.73827299999999,30.282825,2018,All,N
Loyola-Chicago,146719,-87.65687199999999,42.000765,2018,All,N
Davidson,198385,-80.843979,35.499767,2018,All,N
Buffalo,196088,-78.789458,43.000941999999995,2018,All,N
Wright State,206604,-84.064881,39.780634,2018,All,N
Georgia State,139940,-84.38667,33.7527,2018,All,N
UMBC,163268,-76.711607,39.256686,2018,All,N
Xavier,206622,-84.47465,39.149547,2018,All,N
North Carolina,199120,-79.050969,35.911769,2018,All,N
Michigan,170976,-83.742769,42.275921000000004,2018,All,N
Gonzaga,235316,-117.400625,47.666531,2018,All,N
Ohio State,204796,-83.014853,39.999324,2018,All,N
Houston,225511,-95.343537,29.720392999999998,2018,All,N
Texas A&M,228723,-96.336475,30.618726000000002,2018,All,N
Missouri,178396,-92.328843,38.94531,2018,All,N
Florida State,134097,-84.291921,30.440756,2018,All,N
Providence,217402,-71.437446,41.842742,2018,All,N
San Diego State,122409,-117.071228,32.77525,2018,All,N
South Dakota State,219356,-96.782139,44.317485,2018,All,N
UNC Greensboro,199148,-79.809414,36.068236,2018,All,N
Montana,180489,-113.98291200000001,46.859312,2018,All,N
Lipscomb,219976,-86.799791,36.106253,2018,All,N
North Carolina Central,199157,-78.898602,35.974237,2018,All,N
Texas Southern,229063,-95.361113,29.721046,2018,All,N
Villanova,216597,-75.345457,40.039388,2018,All,N
Purdue,243780,-86.914435,40.428206,2018,All,N
Texas Tech,229115,-101.874783,33.583448,2018,All,N
Wichita State,156125,-97.292361,37.718882,2018,All,N
West Virginia,238032,-79.954391,39.634371,2018,All,N
Florida,134130,-82.347911,29.646290000000004,2018,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,2018,All,N
Virginia Tech,233921,-80.423675,37.229012,2018,All,N
Alabama,100751,-87.545978,33.211875,2018,All,N
Butler,150163,-86.172167,39.8374,2018,All,N
St. Bonaventure,195164,-78.481107,42.080191,2018,All,N
UCLA,110662,-118.44217900000001,34.07178,2018,All,N
Murray State,157401,-88.323629,36.612419,2018,All,N
Marshall,237525,-82.42896400000001,38.422482,2018,All,N
Stephen F. Austin,228431,-94.64908,31.621056,2018,All,N
Cal State Fullerton,110565,-117.885446,33.881506,2018,All,N
Long Island,192448,-73.593678,40.820714,2018,All,N
Radford,233277,-80.549728,37.136907,2018,All,N
Kansas,155317,-95.247567,38.958549,2018,All,N
Duke,198419,-78.937624,36.001135,2018,All,N
Michigan State,171100,-84.476111,42.73212,2018,All,N
Auburn,100858,-85.488258,32.599378,2018,All,N
Clemson,217882,-82.835114,34.679381,2018,All,N
TCU,228875,-97.364758,32.70961,2018,All,N
Rhode Island,217484,-71.52735600000001,41.484691,2018,All,N
Seton Hall,186584,-74.246027,40.742336,2018,All,N
NC State,199193,-78.67451700000001,35.785111,2018,All,N
Oklahoma,207500,-97.444211,35.209407,2018,All,N
Arizona State,104151,-111.93438300000001,33.417721,2018,All,N
Syracuse,196413,-76.136975,43.040176,2018,All,N
New Mexico State,188030,-106.75206899999999,32.281568,2018,All,N
College of Charleston,217819,-79.93979399999999,32.784225,2018,All,N
Bucknell,211291,-76.882616,40.954316999999996,2018,All,N
Iona,191931,-73.788046,40.925725,2018,All,N
Penn,215062,-75.19391,39.950928999999995,2018,All,N
Centroid,0,-88.74429944,37.16733635,2018,All,Y
Kansas State,155399,-96.58107700000001,39.188648,2018,Sweet 16,N
Kentucky,157085,-84.504747,38.038911,2018,Sweet 16,N
Loyola-Chicago,146719,-87.65687199999999,42.000765,2018,Sweet 16,N
Nevada,182290,-119.815377,39.543642,2018,Sweet 16,N
Florida State,134097,-84.291921,30.440756,2018,Sweet 16,N
Gonzaga,235316,-117.400625,47.666531,2018,Sweet 16,N
Michigan,170976,-83.742769,42.275921000000004,2018,Sweet 16,N
Texas A&M,228723,-96.336475,30.618726000000002,2018,Sweet 16,N
Villanova,216597,-75.345457,40.039388,2018,Sweet 16,N
West Virginia,238032,-79.954391,39.634371,2018,Sweet 16,N
Texas Tech,229115,-101.874783,33.583448,2018,Sweet 16,N
Purdue,243780,-86.914435,40.428206,2018,Sweet 16,N
Kansas,155317,-95.247567,38.958549,2018,Sweet 16,N
Clemson,217882,-82.835114,34.679381,2018,Sweet 16,N
Duke,198419,-78.937624,36.001135,2018,Sweet 16,N
Syracuse,196413,-76.136975,43.040176,2018,Sweet 16,N
Centroid,0,-90.47351306,38.50865962,2018,Sweet 16,Y
Kansas State,155399,-96.58107700000001,39.188648,2018,Elite 8,N
Loyola-Chicago,146719,-87.65687199999999,42.000765,2018,Elite 8,N
Florida State,134097,-84.291921,30.440756,2018,Elite 8,N
Michigan,170976,-83.742769,42.275921000000004,2018,Elite 8,N
Villanova,216597,-75.345457,40.039388,2018,Elite 8,N
Texas Tech,229115,-101.874783,33.583448,2018,Elite 8,N
Kansas,155317,-95.247567,38.958549,2018,Elite 8,N
Duke,198419,-78.937624,36.001135,2018,Elite 8,N
Centroid,0,-87.95975875,37.81107625,2018,Elite 8,Y
Villanova,216597,-75.345457,40.039388,2018,Final 4,N
Kansas,155317,-95.247567,38.958549,2018,Final 4,N
Michigan,170976,-83.742769,42.275921000000004,2018,Final 4,N
Loyola-Chicago,146719,-87.65687199999999,42.000765,2018,Final 4,N
Centroid,0,-85.49816625,40.81865575,2018,Final 4,Y
Duke,198419,-78.937624,36.001135,2019,All,N
Michigan State,171100,-84.476111,42.73212,2019,All,N
LSU,159391,-91.178921,30.414986,2019,All,N
Virginia Tech,233921,-80.423675,37.229012,2019,All,N
Mississippi State,176080,-88.790139,33.454852,2019,All,N
