SCHOOL,ID,LONGITUD,LATITUDE,Year,Round,Is_Center
Temple,216339,-75.156859,39.980546000000004,1994,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,1994,All,N
Nebraska,181464,-96.700508,40.817598,1994,All,N
UAB,100663,-86.799345,33.505697,1994,All,N
Washington State,236939,-117.15816799999999,46.730447999999996,1994,All,N
Boston College,164924,-71.16924200000001,42.336213,1994,All,N
George Washington,131469,-77.048363,38.899229999999996,1994,All,N
Penn,215062,-75.19391,39.950928999999995,1994,All,N
Ohio,204857,-82.100985,39.326798,1994,All,N
Drexel,212054,-75.190051,39.955217,1994,All,N
James Madison,232423,-78.87048399999999,38.436310999999996,1994,All,N
Rider,186283,-74.737833,40.278796,1994,All,N
Liberty,232557,-79.18222,37.350232,1994,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1994,All,N
Massachusetts,166629,-72.526728,42.385999,1994,All,N
Michigan,170976,-83.742769,42.275921000000004,1994,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,1994,All,N
UCLA,110662,-118.44217900000001,34.07178,1994,All,N
Texas,228778,-97.73827299999999,30.282825,1994,All,N
Saint Louis,179159,-90.2351,38.636801,1994,All,N
Illinois,145637,-88.229114,40.104718,1994,All,N
Georgetown,131496,-77.073463,38.908809000000005,1994,All,N
Maryland,163286,-76.944721,38.988178000000005,1994,All,N
Western Kentucky,157951,-86.456828,36.985034999999996,1994,All,N
Tulsa,207971,-95.945941,36.152324,1994,All,N
New Mexico State,188030,-106.75206899999999,32.281568,1994,All,N
Pepperdine,121150,-118.707077,34.037786,1994,All,N
Texas State,228459,-97.94302900000001,29.888885,1994,All,N
North Carolina A&T,199102,-79.773375,36.07282,1994,All,N
Purdue,243780,-86.914435,40.428206,1994,All,N
Duke,198419,-78.937624,36.001135,1994,All,N
Kentucky,157085,-84.504747,38.038911,1994,All,N
Kansas,155317,-95.247567,38.958549,1994,All,N
Wake Forest,199847,-80.277446,36.133609,1994,All,N
Marquette,239105,-87.927961,43.03903,1994,All,N
Michigan State,171100,-84.476111,42.73212,1994,All,N
Providence,217402,-71.437446,41.842742,1994,All,N
Alabama,100751,-87.545978,33.211875,1994,All,N
Seton Hall,186584,-74.246027,40.742336,1994,All,N
Louisiana-Lafayette,160658,-92.020165,30.212190999999997,1994,All,N
College of Charleston,217819,-79.93979399999999,32.784225,1994,All,N
Chattanooga,221740,-85.300247,35.047519,1994,All,N
Tennessee State,221838,-86.828275,36.166321,1994,All,N
Texas Southern,229063,-95.361113,29.721046,1994,All,N
Central Florida,132903,-81.200889,28.602159000000004,1994,All,N
Missouri,178396,-92.328843,38.94531,1994,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,1994,All,N
Louisville,157289,-85.760412,38.216862,1994,All,N
Syracuse,196413,-76.136975,43.040176,1994,All,N
California,110635,-122.26046299999999,37.871918,1994,All,N
Minnesota,174066,-93.23546400000001,44.972851,1994,All,N
Virginia,234076,-78.503428,38.035665,1994,All,N
Cincinnati,201885,-84.51428,39.131159000000004,1994,All,N
Wisconsin,240444,-89.404098,43.075409,1994,All,N
New Mexico,187985,-106.62015500000001,35.083868,1994,All,N
Southern Illinois,149222,-89.21727299999999,37.714193,1994,All,N
UW-Green Bay,240277,-87.919973,44.532298,1994,All,N
Hawaii,141574,-157.818979,21.298598000000002,1994,All,N
Boise State,142115,-116.203301,43.604284,1994,All,N
Loyola (MD),163046,-76.621872,39.346358,1994,All,N
Navy,164155,-76.48169200000001,38.980507,1994,All,N
Centroid,0,-88.86538427,37.61112355,1994,All,Y
Boston College,164924,-71.16924200000001,42.336213,1994,Sweet 16,N
Indiana,151351,-86.52655899999999,39.166090000000004,1994,Sweet 16,N
Florida,134130,-82.347911,29.646290000000004,1994,Sweet 16,N
UConn,129020,-72.249948,41.809098,1994,Sweet 16,N
Purdue,243780,-86.914435,40.428206,1994,Sweet 16,N
Kansas,155317,-95.247567,38.958549,1994,Sweet 16,N
Duke,198419,-78.937624,36.001135,1994,Sweet 16,N
Marquette,239105,-87.927961,43.03903,1994,Sweet 16,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1994,Sweet 16,N
Tulsa,207971,-95.945941,36.152324,1994,Sweet 16,N
Michigan,170976,-83.742769,42.275921000000004,1994,Sweet 16,N
Maryland,163286,-76.944721,38.988178000000005,1994,Sweet 16,N
Missouri,178396,-92.328843,38.94531,1994,Sweet 16,N
Syracuse,196413,-76.136975,43.040176,1994,Sweet 16,N
Arizona,104179,-110.95081499999999,32.232671999999994,1994,Sweet 16,N
Louisville,157289,-85.760412,38.216862,1994,Sweet 16,N
Centroid,0,-86.08179399999999,38.58162894,1994,Sweet 16,Y
Boston College,164924,-71.16924200000001,42.336213,1994,Elite 8,N
Florida,134130,-82.347911,29.646290000000004,1994,Elite 8,N
Purdue,243780,-86.914435,40.428206,1994,Elite 8,N
Duke,198419,-78.937624,36.001135,1994,Elite 8,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1994,Elite 8,N
Michigan,170976,-83.742769,42.275921000000004,1994,Elite 8,N
Missouri,178396,-92.328843,38.94531,1994,Elite 8,N
Arizona,104179,-110.95081499999999,32.232671999999994,1994,Elite 8,N
Centroid,0,-87.5710775,37.2419695,1994,Elite 8,Y
Duke,198419,-78.937624,36.001135,1994,Final 4,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1994,Final 4,N
Arizona,104179,-110.95081499999999,32.232671999999994,1994,Final 4,N
Florida,134130,-82.347911,29.646290000000004,1994,Final 4,N
Centroid,0,-91.60333275,33.4875265,1994,Final 4,Y
Wake Forest,199847,-80.277446,36.133609,1995,All,N
Massachusetts,166629,-72.526728,42.385999,1995,All,N
Villanova,216597,-75.345457,40.039388,1995,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,1995,All,N
Alabama,100751,-87.545978,33.211875,1995,All,N
Tulsa,207971,-95.945941,36.152324,1995,All,N
UNC-Charlotte,199139,-80.730919,35.306022,1995,All,N
Minnesota,174066,-93.23546400000001,44.972851,1995,All,N
Saint Louis,179159,-90.2351,38.636801,1995,All,N
Stanford,243744,-122.167359,37.429434,1995,All,N
Illinois,145637,-88.229114,40.104718,1995,All,N
Penn,215062,-75.19391,39.950928999999995,1995,All,N
Drexel,212054,-75.190051,39.955217,1995,All,N
Old Dominion,232982,-76.30666,36.886418,1995,All,N
Saint Peter's,186432,-74.071541,40.727105,1995,All,N
North Carolina A&T,199102,-79.773375,36.07282,1995,All,N
UCLA,110662,-118.44217900000001,34.07178,1995,All,N
UConn,129020,-72.249948,41.809098,1995,All,N
Maryland,163286,-76.944721,38.988178000000005,1995,All,N
Utah,230764,-111.84604399999999,40.762484,1995,All,N
Mississippi State,176080,-88.790139,33.454852,1995,All,N
Oregon,209551,-123.07579199999999,44.045146,1995,All,N
Cincinnati,201885,-84.51428,39.131159000000004,1995,All,N
Missouri,178396,-92.328843,38.94531,1995,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,1995,All,N
Temple,216339,-75.156859,39.980546000000004,1995,All,N
Texas,228778,-97.73827299999999,30.282825,1995,All,N
Santa Clara,122931,-121.93784,37.348362,1995,All,N
Long Beach State,110583,-118.11204,33.782818,1995,All,N
Gonzaga,235316,-117.400625,47.666531,1995,All,N
Chattanooga,221740,-85.300247,35.047519,1995,All,N
FIU,133951,-80.373928,25.75732,1995,All,N
Kansas,155317,-95.247567,38.958549,1995,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1995,All,N
Purdue,243780,-86.914435,40.428206,1995,All,N
Virginia,234076,-78.503428,38.035665,1995,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,1995,All,N
Memphis,220862,-89.938068,35.118878,1995,All,N
Syracuse,196413,-76.136975,43.040176,1995,All,N
Western Kentucky,157951,-86.456828,36.985034999999996,1995,All,N
Michigan,170976,-83.742769,42.275921000000004,1995,All,N
Southern Illinois,149222,-89.21727299999999,37.714193,1995,All,N
Louisville,157289,-85.760412,38.216862,1995,All,N
Miami (OH),204024,-84.732954,39.507757,1995,All,N
Nicholls State,159966,-90.801571,29.794486,1995,All,N
UW-Green Bay,240277,-87.919973,44.532298,1995,All,N
Texas Southern,229063,-95.361113,29.721046,1995,All,N
Colgate,190099,-75.536346,42.819475,1995,All,N
Kentucky,157085,-84.504747,38.038911,1995,All,N
North Carolina,199120,-79.050969,35.911769,1995,All,N
Michigan State,171100,-84.476111,42.73212,1995,All,N
Oklahoma,207500,-97.444211,35.209407,1995,All,N
Arizona State,104151,-111.93438300000001,33.417721,1995,All,N
Georgetown,131496,-77.073463,38.908809000000005,1995,All,N
Iowa State,153603,-93.648504,42.026212,1995,All,N
BYU,230038,-111.649281,40.250851000000004,1995,All,N
Tulane,160755,-90.12214399999999,29.940069,1995,All,N
Florida,134130,-82.347911,29.646290000000004,1995,All,N
Xavier,206622,-84.47465,39.149547,1995,All,N
Ball State,150136,-85.40904300000001,40.203431,1995,All,N
Manhattan,192703,-73.901893,40.889756,1995,All,N
Weber State,230782,-111.944845,41.192591,1995,All,N
Murray State,157401,-88.323629,36.612419,1995,All,N
Mount St. Mary's,163462,-77.351887,39.681705,1995,All,N
Centroid,0,-89.99434816,37.86861639,1995,All,Y
Wake Forest,199847,-80.277446,36.133609,1995,Sweet 16,N
Oklahoma State,207388,-97.069743,36.123084999999996,1995,Sweet 16,N
Massachusetts,166629,-72.526728,42.385999,1995,Sweet 16,N
Tulsa,207971,-95.945941,36.152324,1995,Sweet 16,N
UCLA,110662,-118.44217900000001,34.07178,1995,Sweet 16,N
Mississippi State,176080,-88.790139,33.454852,1995,Sweet 16,N
UConn,129020,-72.249948,41.809098,1995,Sweet 16,N
Maryland,163286,-76.944721,38.988178000000005,1995,Sweet 16,N
Kentucky,157085,-84.504747,38.038911,1995,Sweet 16,N
Memphis,220862,-89.938068,35.118878,1995,Sweet 16,N
Arizona State,104151,-111.93438300000001,33.417721,1995,Sweet 16,N
North Carolina,199120,-79.050969,35.911769,1995,Sweet 16,N
Georgetown,131496,-77.073463,38.908809000000005,1995,Sweet 16,N
Kansas,155317,-95.247567,38.958549,1995,Sweet 16,N
Virginia,234076,-78.503428,38.035665,1995,Sweet 16,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1995,Sweet 16,N
Centroid,0,-88.29227819,37.09870225,1995,Sweet 16,Y
Oklahoma State,207388,-97.069743,36.123084999999996,1995,Elite 8,N
Massachusetts,166629,-72.526728,42.385999,1995,Elite 8,N
UCLA,110662,-118.44217900000001,34.07178,1995,Elite 8,N
UConn,129020,-72.249948,41.809098,1995,Elite 8,N
Kentucky,157085,-84.504747,38.038911,1995,Elite 8,N
North Carolina,199120,-79.050969,35.911769,1995,Elite 8,N
Virginia,234076,-78.503428,38.035665,1995,Elite 8,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1995,Elite 8,N
Centroid,0,-87.06559038,37.8057895,1995,Elite 8,Y
UCLA,110662,-118.44217900000001,34.07178,1995,Final 4,N
Oklahoma State,207388,-97.069743,36.123084999999996,1995,Final 4,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1995,Final 4,N
North Carolina,199120,-79.050969,35.911769,1995,Final 4,N
Centroid,0,-97.18496800000001,35.54416075,1995,Final 4,Y
Massachusetts,166629,-72.526728,42.385999,1996,All,N
Georgetown,131496,-77.073463,38.908809000000005,1996,All,N
Texas Tech,229115,-101.874783,33.583448,1996,All,N
Marquette,239105,-87.927961,43.03903,1996,All,N
Penn State,214777,-77.862848,40.7965,1996,All,N
North Carolina,199120,-79.050969,35.911769,1996,All,N
New Mexico,187985,-106.62015500000001,35.083868,1996,All,N
Bradley,143358,-89.616786,40.696896,1996,All,N
Stanford,243744,-122.167359,37.429434,1996,All,N
Kansas State,155399,-96.58107700000001,39.188648,1996,All,N
New Orleans,159939,-90.067142,30.027703999999996,1996,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1996,All,N
Monmouth,185572,-74.006447,40.280066,1996,All,N
Northern Illinois,147703,-88.766428,41.933869,1996,All,N
Mississippi Valley State,176044,-90.341274,33.514142,1996,All,N
Central Florida,132903,-81.200889,28.602159000000004,1996,All,N
Kentucky,157085,-84.504747,38.038911,1996,All,N
Wake Forest,199847,-80.277446,36.133609,1996,All,N
Villanova,216597,-75.345457,40.039388,1996,All,N
Utah,230764,-111.84604399999999,40.762484,1996,All,N
Iowa State,153603,-93.648504,42.026212,1996,All,N
Louisville,157289,-85.760412,38.216862,1996,All,N
Michigan,170976,-83.742769,42.275921000000004,1996,All,N
UW-Green Bay,240277,-87.919973,44.532298,1996,All,N
Virginia Tech,233921,-80.423675,37.229012,1996,All,N
Texas,228778,-97.73827299999999,30.282825,1996,All,N
Tulsa,207971,-95.945941,36.152324,1996,All,N
California,110635,-122.26046299999999,37.871918,1996,All,N
Canisius,189705,-78.852577,42.925206,1996,All,N
Portland,209825,-122.72669099999999,45.572724,1996,All,N
Louisiana-Monroe,159993,-92.07374,32.527747999999995,1996,All,N
San Jose State,122755,-121.88062099999999,37.336569,1996,All,N
UConn,129020,-72.249948,41.809098,1996,All,N
Cincinnati,201885,-84.51428,39.131159000000004,1996,All,N
Georgia Tech,139755,-84.394832,33.772420000000004,1996,All,N
UCLA,110662,-118.44217900000001,34.07178,1996,All,N
Mississippi State,176080,-88.790139,33.454852,1996,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,1996,All,N
Temple,216339,-75.156859,39.980546000000004,1996,All,N
Duke,198419,-78.937624,36.001135,1996,All,N
Eastern Michigan,169798,-83.627443,42.251675,1996,All,N
Oklahoma,207500,-97.444211,35.209407,1996,All,N
Boston College,164924,-71.16924200000001,42.336213,1996,All,N
VCU,234030,-77.452697,37.549620000000004,1996,All,N
Princeton,186131,-74.65936500000001,40.348732,1996,All,N
Austin Peay,219602,-87.35408100000001,36.533319,1996,All,N
UNC Greensboro,199148,-79.809414,36.068236,1996,All,N
Colgate,190099,-75.536346,42.819475,1996,All,N
Purdue,243780,-86.914435,40.428206,1996,All,N
Kansas,155317,-95.247567,38.958549,1996,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,1996,All,N
Syracuse,196413,-76.136975,43.040176,1996,All,N
Memphis,220862,-89.938068,35.118878,1996,All,N
Iowa,153658,-91.536425,41.661935,1996,All,N
Maryland,163286,-76.944721,38.988178000000005,1996,All,N
Georgia,139959,-83.374039,33.956262,1996,All,N
Clemson,217882,-82.835114,34.679381,1996,All,N
Santa Clara,122931,-121.93784,37.348362,1996,All,N
George Washington,131469,-77.048363,38.899229999999996,1996,All,N
Drexel,212054,-75.190051,39.955217,1996,All,N
Montana State,180179,-108.523009,45.796896000000004,1996,All,N
Valparaiso,152600,-87.040172,41.462239000000004,1996,All,N
South Carolina State,218733,-80.848722,33.497968,1996,All,N
Western Carolina,200004,-83.186258,35.308979,1996,All,N
Centroid,0,-89.19572525,38.14395697,1996,All,Y
Massachusetts,166629,-72.526728,42.385999,1996,Sweet 16,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1996,Sweet 16,N
Georgetown,131496,-77.073463,38.908809000000005,1996,Sweet 16,N
Texas Tech,229115,-101.874783,33.583448,1996,Sweet 16,N
Kentucky,157085,-84.504747,38.038911,1996,Sweet 16,N
Utah,230764,-111.84604399999999,40.762484,1996,Sweet 16,N
Wake Forest,199847,-80.277446,36.133609,1996,Sweet 16,N
Louisville,157289,-85.760412,38.216862,1996,Sweet 16,N
UConn,129020,-72.249948,41.809098,1996,Sweet 16,N
Mississippi State,176080,-88.790139,33.454852,1996,Sweet 16,N
Cincinnati,201885,-84.51428,39.131159000000004,1996,Sweet 16,N
Georgia Tech,139755,-84.394832,33.772420000000004,1996,Sweet 16,N
Georgia,139959,-83.374039,33.956262,1996,Sweet 16,N
Syracuse,196413,-76.136975,43.040176,1996,Sweet 16,N
Kansas,155317,-95.247567,38.958549,1996,Sweet 16,N
Arizona,104179,-110.95081499999999,32.232671999999994,1996,Sweet 16,N
Centroid,0,-87.73119994,37.52845744,1996,Sweet 16,Y
Massachusetts,166629,-72.526728,42.385999,1996,Elite 8,N
Georgetown,131496,-77.073463,38.908809000000005,1996,Elite 8,N
Kentucky,157085,-84.504747,38.038911,1996,Elite 8,N
Wake Forest,199847,-80.277446,36.133609,1996,Elite 8,N
Mississippi State,176080,-88.790139,33.454852,1996,Elite 8,N
Cincinnati,201885,-84.51428,39.131159000000004,1996,Elite 8,N
Syracuse,196413,-76.136975,43.040176,1996,Elite 8,N
Kansas,155317,-95.247567,38.958549,1996,Elite 8,N
Centroid,0,-82.38391813,38.756508000000004,1996,Elite 8,Y
Kentucky,157085,-84.504747,38.038911,1996,Final 4,N
Mississippi State,176080,-88.790139,33.454852,1996,Final 4,N
Massachusetts,166629,-72.526728,42.385999,1996,Final 4,N
Syracuse,196413,-76.136975,43.040176,1996,Final 4,N
Centroid,0,-80.48964725,39.2299845,1996,Final 4,Y
North Carolina,199120,-79.050969,35.911769,1997,All,N
South Carolina,218663,-81.026935,33.996788,1997,All,N
New Mexico,187985,-106.62015500000001,35.083868,1997,All,N
Villanova,216597,-75.345457,40.039388,1997,All,N
California,110635,-122.26046299999999,37.871918,1997,All,N
Louisville,157289,-85.760412,38.216862,1997,All,N
Wisconsin,240444,-89.404098,43.075409,1997,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,1997,All,N
Colorado,126614,-105.270823,40.008781,1997,All,N
Texas,228778,-97.73827299999999,30.282825,1997,All,N
Massachusetts,166629,-72.526728,42.385999,1997,All,N
Princeton,186131,-74.65936500000001,40.348732,1997,All,N
Long Island,192448,-73.593678,40.820714,1997,All,N
Old Dominion,232982,-76.30666,36.886418,1997,All,N
Coppin State,162283,-76.658687,39.311258,1997,All,N
Fairfield,129242,-73.255903,41.157672999999996,1997,All,N
Kansas,155317,-95.247567,38.958549,1997,All,N
Duke,198419,-78.937624,36.001135,1997,All,N
Georgia,139959,-83.374039,33.956262,1997,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,1997,All,N
Maryland,163286,-76.944721,38.988178000000005,1997,All,N
Illinois,145637,-88.229114,40.104718,1997,All,N
Marquette,239105,-87.927961,43.03903,1997,All,N
Purdue,243780,-86.914435,40.428206,1997,All,N
Rhode Island,217484,-71.52735600000001,41.484691,1997,All,N
Providence,217402,-71.437446,41.842742,1997,All,N
USC,123961,-118.28416899999999,34.021281,1997,All,N
College of Charleston,217819,-79.93979399999999,32.784225,1997,All,N
South Alabama,102094,-88.17871099999999,30.696033,1997,All,N
Chattanooga,221740,-85.300247,35.047519,1997,All,N
Murray State,157401,-88.323629,36.612419,1997,All,N
Jackson State,175856,-90.20740500000001,32.296105,1997,All,N
Minnesota,174066,-93.23546400000001,44.972851,1997,All,N
UCLA,110662,-118.44217900000001,34.07178,1997,All,N
Cincinnati,201885,-84.51428,39.131159000000004,1997,All,N
Clemson,217882,-82.835114,34.679381,1997,All,N
Tulsa,207971,-95.945941,36.152324,1997,All,N
Iowa State,153603,-93.648504,42.026212,1997,All,N
Xavier,206622,-84.47465,39.149547,1997,All,N
Ole Miss,176017,-89.53743399999999,34.365528999999995,1997,All,N
Temple,216339,-75.156859,39.980546000000004,1997,All,N
Vanderbilt,221999,-86.80336899999999,36.14659,1997,All,N
Illinois State,145813,-88.99005799999999,40.509403000000006,1997,All,N
Boston University,164988,-71.10794200000001,42.351118,1997,All,N
Miami (OH),204024,-84.732954,39.507757,1997,All,N
Butler,150163,-86.172167,39.8374,1997,All,N
Charleston Southern,217688,-80.072587,32.983047,1997,All,N
Texas State,228459,-97.94302900000001,29.888885,1997,All,N
Kentucky,157085,-84.504747,38.038911,1997,All,N
Utah,230764,-111.84604399999999,40.762484,1997,All,N
Wake Forest,199847,-80.277446,36.133609,1997,All,N
Saint Joseph's,215770,-75.238343,39.994442,1997,All,N
Boston College,164924,-71.16924200000001,42.336213,1997,All,N
Stanford,243744,-122.167359,37.429434,1997,All,N
UNC-Charlotte,199139,-80.730919,35.306022,1997,All,N
Iowa,153658,-91.536425,41.661935,1997,All,N
Virginia,234076,-78.503428,38.035665,1997,All,N
Georgetown,131496,-77.073463,38.908809000000005,1997,All,N
Oklahoma,207500,-97.444211,35.209407,1997,All,N
Valparaiso,152600,-87.040172,41.462239000000004,1997,All,N
Pacific,209612,-123.108777,45.521394,1997,All,N
Saint Mary's (Cal.),123554,-122.109031,37.840731,1997,All,N
Navy,164155,-76.48169200000001,38.980507,1997,All,N
Montana,180489,-113.98291200000001,46.859312,1997,All,N
Centroid,0,-88.82120219,38.17645156,1997,All,Y
North Carolina,199120,-79.050969,35.911769,1997,Sweet 16,N
California,110635,-122.26046299999999,37.871918,1997,Sweet 16,N
Louisville,157289,-85.760412,38.216862,1997,Sweet 16,N
Texas,228778,-97.73827299999999,30.282825,1997,Sweet 16,N
Kansas,155317,-95.247567,38.958549,1997,Sweet 16,N
Arizona,104179,-110.95081499999999,32.232671999999994,1997,Sweet 16,N
Providence,217402,-71.437446,41.842742,1997,Sweet 16,N
Chattanooga,221740,-85.300247,35.047519,1997,Sweet 16,N
Minnesota,174066,-93.23546400000001,44.972851,1997,Sweet 16,N
Clemson,217882,-82.835114,34.679381,1997,Sweet 16,N
UCLA,110662,-118.44217900000001,34.07178,1997,Sweet 16,N
Iowa State,153603,-93.648504,42.026212,1997,Sweet 16,N
Kentucky,157085,-84.504747,38.038911,1997,Sweet 16,N
Saint Joseph's,215770,-75.238343,39.994442,1997,Sweet 16,N
Utah,230764,-111.84604399999999,40.762484,1997,Sweet 16,N
Stanford,243744,-122.167359,37.429434,1997,Sweet 16,N
Centroid,0,-95.60399663,37.64627194,1997,Sweet 16,Y
North Carolina,199120,-79.050969,35.911769,1997,Elite 8,N
Louisville,157289,-85.760412,38.216862,1997,Elite 8,N
Arizona,104179,-110.95081499999999,32.232671999999994,1997,Elite 8,N
Providence,217402,-71.437446,41.842742,1997,Elite 8,N
Minnesota,174066,-93.23546400000001,44.972851,1997,Elite 8,N
UCLA,110662,-118.44217900000001,34.07178,1997,Elite 8,N
Kentucky,157085,-84.504747,38.038911,1997,Elite 8,N
Utah,230764,-111.84604399999999,40.762484,1997,Elite 8,N
Centroid,0,-94.4035095,38.25625888,1997,Elite 8,Y
Arizona,104179,-110.95081499999999,32.232671999999994,1997,Final 4,N
Kentucky,157085,-84.504747,38.038911,1997,Final 4,N
Minnesota,174066,-93.23546400000001,44.972851,1997,Final 4,N
North Carolina,199120,-79.050969,35.911769,1997,Final 4,N
Centroid,0,-91.93549875,37.78905075,1997,Final 4,Y
North Carolina,199120,-79.050969,35.911769,1998,All,N
UConn,129020,-72.249948,41.809098,1998,All,N
South Carolina,218663,-81.026935,33.996788,1998,All,N
Michigan State,171100,-84.476111,42.73212,1998,All,N
Princeton,186131,-74.65936500000001,40.348732,1998,All,N
Xavier,206622,-84.47465,39.149547,1998,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,1998,All,N
UNC-Charlotte,199139,-80.730919,35.306022,1998,All,N
Illinois-Chicago,145600,-87.650503,41.871837,1998,All,N
Oklahoma,207500,-97.444211,35.209407,1998,All,N
Washington,236948,-122.30514,47.65538,1998,All,N
UNLV,182281,-115.138462,36.106047,1998,All,N
Eastern Michigan,169798,-83.627443,42.251675,1998,All,N
Richmond,233374,-77.53880600000001,37.577393,1998,All,N
Fairleigh Dickinson,184603,-74.028986,40.897209000000004,1998,All,N
Navy,164155,-76.48169200000001,38.980507,1998,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,1998,All,N
Cincinnati,201885,-84.51428,39.131159000000004,1998,All,N
Utah,230764,-111.84604399999999,40.762484,1998,All,N
Maryland,163286,-76.944721,38.988178000000005,1998,All,N
Illinois,145637,-88.229114,40.104718,1998,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1998,All,N
Temple,216339,-75.156859,39.980546000000004,1998,All,N
Tennessee,221759,-83.925852,35.952082,1998,All,N
Illinois State,145813,-88.99005799999999,40.509403000000006,1998,All,N
West Virginia,238032,-79.954391,39.634371,1998,All,N
Nebraska,181464,-96.700508,40.817598,1998,All,N
South Alabama,102094,-88.17871099999999,30.696033,1998,All,N
Utah State,230728,-111.81391,41.740747999999996,1998,All,N
San Francisco,122612,-122.450477,37.776618,1998,All,N
Northern Arizona,105330,-111.653724,35.188449,1998,All,N
Nicholls State,159966,-90.801571,29.794486,1998,All,N
Kansas,155317,-95.247567,38.958549,1998,All,N
Purdue,243780,-86.914435,40.428206,1998,All,N
Stanford,243744,-122.167359,37.429434,1998,All,N
Ole Miss,176017,-89.53743399999999,34.365528999999995,1998,All,N
TCU,228875,-97.364758,32.70961,1998,All,N
Clemson,217882,-82.835114,34.679381,1998,All,N
St. John's,195809,-73.796104,40.722522999999995,1998,All,N
Rhode Island,217484,-71.52735600000001,41.484691,1998,All,N
Murray State,157401,-88.323629,36.612419,1998,All,N
Detroit Mercy,169716,-83.139158,42.414221999999995,1998,All,N
Western Michigan,172699,-85.613759,42.282194,1998,All,N
Florida State,134097,-84.291921,30.440756,1998,All,N
Valparaiso,152600,-87.040172,41.462239000000004,1998,All,N
College of Charleston,217819,-79.93979399999999,32.784225,1998,All,N
Delaware,130943,-75.752822,39.679577,1998,All,N
Prairie View A&M,227526,-95.989475,30.092425,1998,All,N
Duke,198419,-78.937624,36.001135,1998,All,N
Kentucky,157085,-84.504747,38.038911,1998,All,N
Michigan,170976,-83.742769,42.275921000000004,1998,All,N
New Mexico,187985,-106.62015500000001,35.083868,1998,All,N
Syracuse,196413,-76.136975,43.040176,1998,All,N
UCLA,110662,-118.44217900000001,34.07178,1998,All,N
Massachusetts,166629,-72.526728,42.385999,1998,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,1998,All,N
George Washington,131469,-77.048363,38.899229999999996,1998,All,N
Saint Louis,179159,-90.2351,38.636801,1998,All,N
Miami (FL),135726,-80.278662,25.72126,1998,All,N
Iona,191931,-73.788046,40.925725,1998,All,N
Butler,150163,-86.172167,39.8374,1998,All,N
Davidson,198385,-80.843979,35.499767,1998,All,N
South Carolina State,218733,-80.848722,33.497968,1998,All,N
Radford,233277,-80.549728,37.136907,1998,All,N
Centroid,0,-88.45195717,37.84486075,1998,All,Y
North Carolina,199120,-79.050969,35.911769,1998,Sweet 16,N
Michigan State,171100,-84.476111,42.73212,1998,Sweet 16,N
UConn,129020,-72.249948,41.809098,1998,Sweet 16,N
Washington,236948,-122.30514,47.65538,1998,Sweet 16,N
Arizona,104179,-110.95081499999999,32.232671999999994,1998,Sweet 16,N
Maryland,163286,-76.944721,38.988178000000005,1998,Sweet 16,N
Utah,230764,-111.84604399999999,40.762484,1998,Sweet 16,N
West Virginia,238032,-79.954391,39.634371,1998,Sweet 16,N
Duke,198419,-78.937624,36.001135,1998,Sweet 16,N
Syracuse,196413,-76.136975,43.040176,1998,Sweet 16,N
Kentucky,157085,-84.504747,38.038911,1998,Sweet 16,N
UCLA,110662,-118.44217900000001,34.07178,1998,Sweet 16,N
Rhode Island,217484,-71.52735600000001,41.484691,1998,Sweet 16,N
Valparaiso,152600,-87.040172,41.462239000000004,1998,Sweet 16,N
Stanford,243744,-122.167359,37.429434,1998,Sweet 16,N
Purdue,243780,-86.914435,40.428206,1998,Sweet 16,N
Centroid,0,-91.46556163,39.48016525,1998,Sweet 16,Y
North Carolina,199120,-79.050969,35.911769,1998,Elite 8,N
UConn,129020,-72.249948,41.809098,1998,Elite 8,N
Arizona,104179,-110.95081499999999,32.232671999999994,1998,Elite 8,N
Utah,230764,-111.84604399999999,40.762484,1998,Elite 8,N
Duke,198419,-78.937624,36.001135,1998,Elite 8,N
Kentucky,157085,-84.504747,38.038911,1998,Elite 8,N
Rhode Island,217484,-71.52735600000001,41.484691,1998,Elite 8,N
